lead_id,lead_created_date,lead_source,agent_id,agent_name,property_type,neighborhood,listing_price,funnel_stage,closed,close_date,days_to_close,commission_rate,commission_amount,lost_reason,days_since_last_contact,at_risk_lead
L10582,2025-03-25,Social Media,A113,Rahul Chawla,Condo,Maple Grove,226837.65,Contacted,False,,,,,Went cold / unresponsive,1.0,False
L10583,2025-01-16,Walk-in,A102,Ananya Iyer,Single Family,Riverside Heights,520098.39,Showing Completed,False,,,,,Chose competitor,2.0,False
L10584,2025-05-17,Open House,A106,Divya Kapoor,Townhouse,Maple Grove,315073.72,Showing Completed,False,,,,,Chose competitor,8.0,False
L10585,2025-07-18,Open House,A110,Ishita Bose,Single Family,Maple Grove,438810.35,Contacted,False,,,,,Chose competitor,23.0,True
L10586,2025-01-24,Referral,A102,Ananya Iyer,Condo,Harborview,427057.52,Lead (Uncontacted),False,,,,,Never contacted,37.0,True
L10587,2025-08-15,Zillow,A113,Rahul Chawla,Condo,Maple Grove,265355.47,Lead (Uncontacted),False,,,,,Never contacted,3.0,False
L10588,2025-08-23,Website,A100,Priya Sharma,Single Family,Downtown Core,703781.53,Lead (Uncontacted),False,,,,,Never contacted,16.0,False
L10589,2025-06-14,Walk-in,A107,Vikram Singh,Single Family,Lakeview,607160.0,Contacted,False,,,,,Price too high,0.0,False
L10590,2025-02-28,Referral,A106,Divya Kapoor,Multi-Family,Pinecrest,587581.97,Offer Made,False,,,,,Went cold / unresponsive,1.0,False
L10591,2025-11-19,Zillow,A106,Divya Kapoor,Condo,Downtown Core,443933.07,Offer Made,False,,,,,Went cold / unresponsive,1.0,False
L10592,2025-05-31,Walk-in,A102,Ananya Iyer,Single Family,Maple Grove,328797.77,Offer Made,False,,,,,Price too high,1.0,False
L10593,2025-12-03,Referral,A109,Aditya Verma,Single Family,Downtown Core,406750.22,Closed,True,2026-01-28,56.0,0.028,11389.01,,,False
L10594,2025-10-17,Zillow,A101,Rohan Mehta,Single Family,Harborview,643668.92,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L10595,2025-11-09,Website,A102,Ananya Iyer,Multi-Family,Lakeview,768339.63,Lead (Uncontacted),False,,,,,Never contacted,9.0,False
L10596,2025-08-08,Referral,A113,Rahul Chawla,Condo,Maple Grove,226639.0,Closed,True,2025-09-03,26.0,0.028,6345.89,,,False
L10597,2025-10-20,Walk-in,A111,Sameer Khan,Single Family,Pinecrest,358006.2,Contacted,False,,,,,Price too high,4.0,False
L10598,2025-12-30,Referral,A109,Aditya Verma,Single Family,Lakeview,465314.55,Showing Scheduled,False,,,,,Went cold / unresponsive,1.0,False
L10599,2025-07-08,Zillow,A112,Pooja Reddy,Condo,Downtown Core,271634.18,Showing Completed,False,,,,,Financing fell through,1.0,False
L10600,2025-02-08,Referral,A100,Priya Sharma,Single Family,Riverside Heights,397011.19,Closed,True,2025-04-17,68.0,0.028,11116.31,,,False
L10601,2025-01-22,Walk-in,A103,Karan Malhotra,Single Family,Sunset Hills,504851.49,Contacted,False,,,,,Still in progress,6.0,False
L10602,2025-09-15,Social Media,A101,Rohan Mehta,Single Family,Oakridge,367977.41,Contacted,False,,,,,Changed mind,14.0,False
L10603,2025-04-14,Website,A109,Aditya Verma,Townhouse,Pinecrest,330278.43,Closed,True,2025-05-16,32.0,0.028,9247.8,,,False
L10604,2025-11-06,Open House,A110,Ishita Bose,Multi-Family,Pinecrest,510611.81,Contacted,False,,,,,Chose competitor,0.0,False
L10605,2025-10-29,Website,A104,Sneha Rao,Townhouse,Harborview,445788.73,Closed,True,2025-12-10,42.0,0.028,12482.08,,,False
L10606,2025-10-16,Walk-in,A105,Arjun Nair,Condo,Lakeview,257231.45,Lead (Uncontacted),False,,,,,Never contacted,12.0,False
L10607,2025-04-25,Website,A109,Aditya Verma,Single Family,Harborview,658003.6,Closed,True,2025-06-07,43.0,0.028,18424.1,,,False
L10608,2025-04-28,Zillow,A100,Priya Sharma,Single Family,Downtown Core,671129.52,Offer Made,False,,,,,Went cold / unresponsive,23.0,True
L10609,2025-03-21,Website,A101,Rohan Mehta,Condo,Sunset Hills,264308.07,Offer Made,False,,,,,Price too high,0.0,False
L10610,2025-08-20,Referral,A111,Sameer Khan,Single Family,Maple Grove,487180.84,Lead (Uncontacted),False,,,,,Never contacted,25.0,True
L10611,2025-04-03,Open House,A102,Ananya Iyer,Townhouse,Lakeview,361483.56,Contacted,False,,,,,Went cold / unresponsive,7.0,False
L10612,2025-08-12,Referral,A113,Rahul Chawla,Condo,Pinecrest,179451.45,Lead (Uncontacted),False,,,,,Never contacted,2.0,False
L10613,2025-04-09,Referral,A110,Ishita Bose,Townhouse,Harborview,484432.97,Contacted,False,,,,,Went cold / unresponsive,48.0,True
L10614,2025-02-21,Open House,A112,Pooja Reddy,Single Family,Harborview,456053.51,Contacted,False,,,,,Changed mind,3.0,False
L10615,2025-09-11,Zillow,A104,Sneha Rao,Single Family,Maple Grove,523386.83,Contacted,False,,,,,Price too high,21.0,False
L10616,2025-04-10,Zillow,A104,Sneha Rao,Condo,Riverside Heights,216628.49,Showing Scheduled,False,,,,,Chose competitor,2.0,False
L10617,2025-08-24,Zillow,A105,Arjun Nair,Multi-Family,Maple Grove,469419.77,Showing Completed,False,,,,,Price too high,29.0,True
L10618,2025-07-03,Walk-in,A104,Sneha Rao,Condo,Sunset Hills,322472.38,Showing Completed,False,,,,,Chose competitor,30.0,True
L10619,2025-11-27,Social Media,A110,Ishita Bose,Townhouse,Harborview,518082.83,Showing Completed,False,,,,,Price too high,0.0,False
L10620,2025-07-08,Referral,A107,Vikram Singh,Condo,Sunset Hills,397163.53,Closed,True,2025-08-10,33.0,0.028,11120.58,,,False
L10621,2025-09-24,Social Media,A110,Ishita Bose,Condo,Maple Grove,269259.3,Contacted,False,,,,,Went cold / unresponsive,25.0,True
L10622,2025-06-30,Zillow,A101,Rohan Mehta,Condo,Oakridge,272139.43,Showing Completed,False,,,,,Changed mind,4.0,False
L10623,2025-11-23,Zillow,A110,Ishita Bose,Condo,Maple Grove,332856.83,Showing Scheduled,False,,,,,Price too high,4.0,False
L10624,2025-10-07,Referral,A103,Karan Malhotra,Townhouse,Sunset Hills,351688.82,Showing Scheduled,False,,,,,Went cold / unresponsive,24.0,True
L10625,2025-12-19,Social Media,A109,Aditya Verma,Single Family,Harborview,550181.64,Contacted,False,,,,,Went cold / unresponsive,2.0,False
L10626,2025-01-29,Walk-in,A110,Ishita Bose,Multi-Family,Downtown Core,920764.64,Showing Completed,False,,,,,Price too high,18.0,False
L10627,2025-07-22,Zillow,A112,Pooja Reddy,Condo,Sunset Hills,349881.62,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L10628,2025-11-20,Referral,A103,Karan Malhotra,Condo,Oakridge,243788.03,Contacted,False,,,,,Changed mind,3.0,False
L10629,2025-09-19,Zillow,A101,Rohan Mehta,Condo,Downtown Core,385813.99,Showing Completed,False,,,,,Went cold / unresponsive,0.0,False
L10630,2025-06-02,Walk-in,A110,Ishita Bose,Single Family,Pinecrest,393944.71,Contacted,False,,,,,Price too high,17.0,False
L10631,2025-06-16,Referral,A109,Aditya Verma,Single Family,Maple Grove,467547.1,Showing Scheduled,False,,,,,Price too high,12.0,False
L10632,2025-03-07,Social Media,A104,Sneha Rao,Single Family,Harborview,754552.72,Offer Made,False,,,,,Price too high,2.0,False
L10633,2025-04-25,Walk-in,A106,Divya Kapoor,Single Family,Pinecrest,380710.87,Contacted,False,,,,,Chose competitor,1.0,False
L10634,2025-07-22,Open House,A113,Rahul Chawla,Condo,Riverside Heights,391760.84,Showing Completed,False,,,,,Still in progress,15.0,False
L10635,2025-05-14,Referral,A101,Rohan Mehta,Condo,Oakridge,241238.68,Showing Completed,False,,,,,Financing fell through,2.0,False
L10636,2025-02-05,Open House,A107,Vikram Singh,Condo,Downtown Core,502520.42,Showing Completed,False,,,,,Financing fell through,17.0,False
L10637,2025-06-01,Zillow,A113,Rahul Chawla,Multi-Family,Harborview,750194.91,Contacted,False,,,,,Chose competitor,5.0,False
L10638,2025-09-28,Website,A103,Karan Malhotra,Condo,Sunset Hills,264863.53,Contacted,False,,,,,Price too high,22.0,True
L10639,2025-03-29,Zillow,A102,Ananya Iyer,Single Family,Riverside Heights,573221.11,Contacted,False,,,,,Went cold / unresponsive,1.0,False
L10640,2025-05-28,Referral,A110,Ishita Bose,Condo,Harborview,234619.56,Showing Completed,False,,,,,Chose competitor,15.0,False
L10641,2025-01-24,Open House,A109,Aditya Verma,Townhouse,Downtown Core,426526.71,Showing Completed,False,,,,,Still in progress,0.0,False
L10642,2025-07-05,Open House,A112,Pooja Reddy,Townhouse,Downtown Core,591783.44,Offer Made,False,,,,,Still in progress,5.0,False
L10643,2025-02-25,Open House,A104,Sneha Rao,Condo,Maple Grove,213662.01,Closed,True,2025-04-03,37.0,0.028,5982.54,,,False
L10644,2025-12-22,Social Media,A111,Sameer Khan,Single Family,Downtown Core,455171.72,Showing Completed,False,,,,,Chose competitor,1.0,False
L10645,2025-02-06,Referral,A102,Ananya Iyer,Townhouse,Pinecrest,264195.89,Contacted,False,,,,,Price too high,8.0,False
L10646,2025-10-13,Walk-in,A100,Priya Sharma,Condo,Maple Grove,219137.89,Closed,True,2025-12-15,63.0,0.028,6135.86,,,False
L10647,2025-02-02,Referral,A113,Rahul Chawla,Single Family,Harborview,642679.48,Contacted,False,,,,,Went cold / unresponsive,19.0,False
L10648,2025-02-10,Website,A112,Pooja Reddy,Single Family,Pinecrest,410359.04,Showing Scheduled,False,,,,,Price too high,1.0,False
L10649,2025-11-03,Social Media,A106,Divya Kapoor,Single Family,Riverside Heights,359918.36,Showing Scheduled,False,,,,,Went cold / unresponsive,8.0,False
L10650,2025-11-03,Zillow,A109,Aditya Verma,Single Family,Lakeview,374363.04,Contacted,False,,,,,Financing fell through,45.0,True
L10651,2025-09-28,Referral,A104,Sneha Rao,Condo,Riverside Heights,376952.31,Contacted,False,,,,,Still in progress,27.0,True
L10652,2025-11-29,Walk-in,A112,Pooja Reddy,Condo,Oakridge,203253.97,Showing Completed,False,,,,,Chose competitor,1.0,False
L10653,2025-04-09,Zillow,A100,Priya Sharma,Single Family,Maple Grove,373055.29,Contacted,False,,,,,Still in progress,31.0,True
L10654,2025-10-20,Walk-in,A108,Neha Gupta,Single Family,Sunset Hills,411571.3,Showing Scheduled,False,,,,,Went cold / unresponsive,16.0,False
L10655,2025-11-22,Walk-in,A113,Rahul Chawla,Townhouse,Sunset Hills,428238.49,Offer Made,False,,,,,Chose competitor,19.0,False
L10656,2025-05-19,Zillow,A104,Sneha Rao,Multi-Family,Oakridge,441729.54,Contacted,False,,,,,Still in progress,1.0,False
L10657,2025-06-08,Referral,A101,Rohan Mehta,Multi-Family,Downtown Core,661434.41,Closed,True,2025-08-08,61.0,0.028,18520.16,,,False
L10658,2025-02-25,Open House,A113,Rahul Chawla,Condo,Maple Grove,195306.92,Lead (Uncontacted),False,,,,,Never contacted,31.0,True
L10659,2025-03-14,Referral,A107,Vikram Singh,Single Family,Oakridge,283591.14,Lead (Uncontacted),False,,,,,Never contacted,6.0,False
L10660,2025-11-11,Referral,A109,Aditya Verma,Single Family,Harborview,438687.8,Showing Completed,False,,,,,Chose competitor,14.0,False
L10661,2025-06-18,Open House,A104,Sneha Rao,Condo,Maple Grove,367554.61,Lead (Uncontacted),False,,,,,Never contacted,26.0,True
L10662,2025-04-14,Zillow,A107,Vikram Singh,Townhouse,Maple Grove,309732.42,Closed,True,2025-05-30,46.0,0.028,8672.51,,,False
L10663,2025-05-22,Open House,A100,Priya Sharma,Single Family,Riverside Heights,492383.62,Showing Completed,False,,,,,Chose competitor,2.0,False
L10664,2025-04-04,Open House,A102,Ananya Iyer,Single Family,Downtown Core,507104.58,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L10665,2025-03-14,Open House,A108,Neha Gupta,Condo,Oakridge,241097.43,Showing Completed,False,,,,,Went cold / unresponsive,7.0,False
L10666,2025-09-23,Referral,A100,Priya Sharma,Single Family,Oakridge,427055.19,Showing Completed,False,,,,,Price too high,0.0,False
L10667,2025-09-08,Open House,A112,Pooja Reddy,Single Family,Sunset Hills,363443.94,Lead (Uncontacted),False,,,,,Never contacted,15.0,False
L10668,2025-02-28,Open House,A113,Rahul Chawla,Single Family,Oakridge,326006.53,Contacted,False,,,,,Changed mind,7.0,False
L10669,2025-04-02,Zillow,A113,Rahul Chawla,Condo,Pinecrest,301849.89,Contacted,False,,,,,Chose competitor,10.0,False
L10670,2025-03-16,Zillow,A102,Ananya Iyer,Condo,Sunset Hills,329412.85,Offer Made,False,,,,,Went cold / unresponsive,12.0,False
L10671,2025-02-24,Zillow,A104,Sneha Rao,Condo,Oakridge,255123.43,Contacted,False,,,,,Chose competitor,19.0,False
L10672,2025-12-27,Walk-in,A104,Sneha Rao,Condo,Sunset Hills,286832.4,Contacted,False,,,,,Still in progress,2.0,False
L10673,2025-02-26,Website,A105,Arjun Nair,Single Family,Downtown Core,688860.21,Showing Scheduled,False,,,,,Price too high,11.0,False
L10674,2025-01-09,Open House,A100,Priya Sharma,Single Family,Maple Grove,400379.37,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L10675,2025-07-10,Social Media,A103,Karan Malhotra,Townhouse,Maple Grove,242206.93,Contacted,False,,,,,Financing fell through,0.0,False
L10676,2025-05-28,Website,A109,Aditya Verma,Single Family,Downtown Core,473900.89,Showing Scheduled,False,,,,,Still in progress,57.0,True
L10677,2025-10-08,Referral,A112,Pooja Reddy,Single Family,Oakridge,418205.21,Showing Scheduled,False,,,,,Price too high,11.0,False
L10678,2025-05-27,Walk-in,A111,Sameer Khan,Single Family,Downtown Core,617284.68,Contacted,False,,,,,Price too high,16.0,False
L10679,2025-07-26,Open House,A113,Rahul Chawla,Multi-Family,Harborview,865443.16,Contacted,False,,,,,Went cold / unresponsive,1.0,False
L10680,2025-11-24,Website,A100,Priya Sharma,Condo,Downtown Core,409013.03,Contacted,False,,,,,Price too high,7.0,False
L10681,2025-12-12,Referral,A108,Neha Gupta,Condo,Riverside Heights,400710.03,Showing Completed,False,,,,,Financing fell through,10.0,False
L10682,2025-03-06,Referral,A109,Aditya Verma,Condo,Pinecrest,325905.27,Showing Completed,False,,,,,Price too high,2.0,False
L10683,2025-11-26,Social Media,A100,Priya Sharma,Single Family,Lakeview,452466.0,Showing Completed,False,,,,,Went cold / unresponsive,34.0,True
L10684,2025-02-25,Website,A102,Ananya Iyer,Single Family,Downtown Core,617414.75,Showing Completed,False,,,,,Price too high,14.0,False
L10685,2025-08-10,Zillow,A111,Sameer Khan,Condo,Maple Grove,199713.82,Offer Made,False,,,,,Still in progress,8.0,False
L10686,2025-11-23,Zillow,A110,Ishita Bose,Single Family,Downtown Core,644934.65,Contacted,False,,,,,Went cold / unresponsive,6.0,False
L10687,2025-04-06,Website,A100,Priya Sharma,Condo,Pinecrest,295204.41,Showing Completed,False,,,,,Price too high,32.0,True
L10688,2025-03-14,Social Media,A104,Sneha Rao,Townhouse,Downtown Core,594756.59,Contacted,False,,,,,Financing fell through,9.0,False
L10689,2025-07-06,Website,A110,Ishita Bose,Single Family,Harborview,457402.16,Offer Made,False,,,,,Chose competitor,13.0,False
L10690,2025-09-30,Referral,A106,Divya Kapoor,Multi-Family,Harborview,432790.85,Lead (Uncontacted),False,,,,,Never contacted,1.0,False
L10691,2025-04-21,Open House,A106,Divya Kapoor,Condo,Downtown Core,335298.35,Showing Completed,False,,,,,Price too high,14.0,False
L10692,2025-01-08,Walk-in,A111,Sameer Khan,Townhouse,Lakeview,398217.63,Contacted,False,,,,,Went cold / unresponsive,20.0,False
L10693,2025-08-11,Referral,A113,Rahul Chawla,Single Family,Oakridge,324957.79,Closed,True,2025-09-26,46.0,0.028,9098.82,,,False
L10694,2025-09-30,Referral,A109,Aditya Verma,Condo,Riverside Heights,239972.6,Lead (Uncontacted),False,,,,,Never contacted,24.0,True
L10695,2025-04-23,Social Media,A103,Karan Malhotra,Single Family,Oakridge,366395.48,Lead (Uncontacted),False,,,,,Never contacted,5.0,False
L10696,2025-07-06,Referral,A106,Divya Kapoor,Single Family,Riverside Heights,631766.37,Showing Completed,False,,,,,Went cold / unresponsive,5.0,False
L10697,2025-08-10,Walk-in,A113,Rahul Chawla,Single Family,Maple Grove,463631.67,Contacted,False,,,,,Price too high,16.0,False
L10698,2025-03-15,Social Media,A113,Rahul Chawla,Single Family,Sunset Hills,460848.36,Showing Scheduled,False,,,,,Changed mind,25.0,True
L10699,2025-11-21,Walk-in,A104,Sneha Rao,Townhouse,Sunset Hills,320409.85,Closed,True,2025-12-01,10.0,0.028,8971.48,,,False
L10700,2025-02-28,Website,A106,Divya Kapoor,Townhouse,Riverside Heights,523937.41,Showing Scheduled,False,,,,,Still in progress,26.0,True
L10701,2025-03-30,Social Media,A108,Neha Gupta,Single Family,Harborview,737643.55,Contacted,False,,,,,Went cold / unresponsive,22.0,True
L10702,2025-03-02,Website,A104,Sneha Rao,Multi-Family,Riverside Heights,675331.06,Showing Scheduled,False,,,,,Still in progress,3.0,False
L10703,2025-12-02,Walk-in,A100,Priya Sharma,Multi-Family,Pinecrest,409445.12,Showing Completed,False,,,,,Went cold / unresponsive,1.0,False
L10704,2025-04-04,Zillow,A112,Pooja Reddy,Single Family,Sunset Hills,562765.83,Contacted,False,,,,,Went cold / unresponsive,2.0,False
L10705,2025-08-25,Referral,A108,Neha Gupta,Condo,Downtown Core,393997.2,Showing Scheduled,False,,,,,Went cold / unresponsive,25.0,True
L10706,2025-01-17,Referral,A114,Tanvi Joshi,Single Family,Lakeview,594925.14,Showing Completed,False,,,,,Went cold / unresponsive,28.0,True
L10707,2025-08-16,Zillow,A100,Priya Sharma,Condo,Harborview,307966.88,Showing Completed,False,,,,,Chose competitor,3.0,False
L10708,2025-07-08,Website,A105,Arjun Nair,Single Family,Harborview,533761.94,Contacted,False,,,,,Went cold / unresponsive,3.0,False
L10709,2025-07-14,Zillow,A104,Sneha Rao,Single Family,Harborview,316204.41,Showing Completed,False,,,,,Went cold / unresponsive,15.0,False
L10710,2025-10-14,Walk-in,A108,Neha Gupta,Condo,Pinecrest,224924.85,Contacted,False,,,,,Went cold / unresponsive,3.0,False
L10711,2025-04-17,Referral,A102,Ananya Iyer,Townhouse,Sunset Hills,237522.47,Showing Completed,False,,,,,Financing fell through,4.0,False
L10712,2025-09-14,Open House,A109,Aditya Verma,Multi-Family,Pinecrest,327357.69,Closed,True,2025-10-15,31.0,0.028,9166.02,,,False
L10713,2025-04-26,Referral,A110,Ishita Bose,Single Family,Oakridge,391153.06,Closed,True,2025-05-24,28.0,0.028,10952.29,,,False
L10714,2025-01-01,Website,A104,Sneha Rao,Condo,Oakridge,293008.97,Closed,True,2025-02-10,40.0,0.028,8204.25,,,False
L10715,2025-10-04,Website,A101,Rohan Mehta,Single Family,Downtown Core,660461.65,Showing Scheduled,False,,,,,Financing fell through,11.0,False
L10716,2025-09-01,Zillow,A101,Rohan Mehta,Single Family,Downtown Core,676607.64,Offer Made,False,,,,,Chose competitor,4.0,False
L10717,2025-11-21,Zillow,A112,Pooja Reddy,Condo,Sunset Hills,225675.21,Contacted,False,,,,,Went cold / unresponsive,5.0,False
L10718,2025-03-18,Zillow,A109,Aditya Verma,Single Family,Pinecrest,447677.96,Offer Made,False,,,,,Financing fell through,11.0,False
L10719,2025-04-06,Zillow,A114,Tanvi Joshi,Condo,Lakeview,258439.83,Showing Scheduled,False,,,,,Chose competitor,11.0,False
L10720,2025-10-21,Zillow,A112,Pooja Reddy,Single Family,Oakridge,390689.4,Contacted,False,,,,,Financing fell through,3.0,False
L10721,2025-08-06,Website,A113,Rahul Chawla,Townhouse,Oakridge,318390.53,Contacted,False,,,,,Chose competitor,2.0,False
L10722,2025-04-16,Walk-in,A100,Priya Sharma,Single Family,Riverside Heights,524288.57,Contacted,False,,,,,Chose competitor,9.0,False
L10723,2025-03-30,Website,A108,Neha Gupta,Condo,Pinecrest,218303.93,Showing Scheduled,False,,,,,Went cold / unresponsive,15.0,False
L10724,2025-09-15,Zillow,A106,Divya Kapoor,Single Family,Riverside Heights,386974.67,Showing Completed,False,,,,,Financing fell through,2.0,False
L10725,2025-09-21,Social Media,A109,Aditya Verma,Single Family,Maple Grove,523566.98,Showing Completed,False,,,,,Chose competitor,8.0,False
L10726,2025-10-16,Walk-in,A100,Priya Sharma,Condo,Pinecrest,207763.07,Showing Completed,False,,,,,Chose competitor,13.0,False
L10727,2025-05-05,Referral,A113,Rahul Chawla,Condo,Riverside Heights,368455.97,Contacted,False,,,,,Went cold / unresponsive,4.0,False
L10728,2025-10-28,Website,A109,Aditya Verma,Townhouse,Lakeview,293109.08,Contacted,False,,,,,Went cold / unresponsive,0.0,False
L10729,2025-01-25,Referral,A112,Pooja Reddy,Townhouse,Maple Grove,295374.9,Showing Completed,False,,,,,Chose competitor,24.0,True
